,recipe_title,star_rating,rating_count,review_count,prep_time,cook_time,total_time,servings,writeup,ingr,steps,category,number_of_steps,average_step_len
51,Slow Cooker Chicken with Stuffing,3.9,111.0,83.0,5.0,7.0,425.0,4.0,0,5,"Place chicken into the bottom of a slow cooker. Pour broth over chicken., Mix soup, stuffing mix, and water in a bowl; spoon on top of chicken., Cook in the slow cooker on Low for 7 hours.",5-ingredient-main-dishes,3,62.0
52,Instant Pot Ribs from Frozen,5.0,7.0,5.0,5.0,1.0,80.0,4.0,0,4,"Pour water into a multi-functional pressure cooker (such as Instant Pot). Set the trivet inside., Sprinkle hickory smoke seasoning liberally over frozen ribs; set ribs on top of the trivet. Close and lock the lid., Select high pressure according to manufacturers instructions; set the timer for 45 minutes. Allow 10 to 15 minutes for pressure to build., Release pressure using the natural-release method according to manufacturers instructions, about 15 minutes. Unlock and remove the lid., Preheat the oven broiler. Set an oven rack about 6 inches from the heat source., Transfer ribs to a rimmed baking sheet. Brush with barbecue sauce. Broil until glazed, 4 to 5 minutes.",5-ingredient-main-dishes,6,111.5
53,Baked BBQ Chicken Tenders,4.4,10.0,7.0,5.0,30.0,35.0,4.0,0,5,"Preheat the oven to 375 degrees F (190 degrees C). Spray an 8x8-inch casserole dish with cooking spray., Stir together barbeque sauce, barbeque seasoning, and caramel sauce in a shallow dish until combined. Reserve 2 tablespoons mixture for basting., Dip each chicken tender into barbeque sauce mixture; coat thoroughly. Place in the prepared casserole dish., Bake in the preheated oven until chicken is no longer pink in the center and the juices run clear, about 25 minutes. Baste with reserved sauce and bake 5 minutes more. An instant-read thermometer inserted into the center should read at least 165 degrees F (74 degrees C).",5-ingredient-main-dishes,4,157.0
54,Easy Air-Fried Chicken Breast,4.8,4.0,4.0,5.0,18.0,28.0,1.0,0,5,"Preheat an air fryer to 360 degrees F (182 degrees C)., Brush both sides of the chicken breast with olive oil and season with salt, pepper, and garlic powder on one side. Set chicken breast, seasoned side down, into the air fryer basket and sprinkle the other side with salt, pepper, and garlic powder., Air-fry for 9 minutes, flip, and cook until chicken breast is no longer pink in the center and the juices run clear, 9 more minutes. An instant-read thermometer inserted into the center should read at least 165 degrees F (74 degrees C)., Transfer chicken breast onto a plate and loosely cover with foil. Let rest for 5 minutes before serving.",5-ingredient-main-dishes,4,160.75
55,Honey Mustard Pork Chops,4.3,254.0,192.0,10.0,20.0,30.0,4.0,0,5,"Mix honey and mustard together in a small bowl until thoroughly combined., Heat butter in a skillet over medium-high heat. Add pork chops and sprinkle with 1/2 of the garlic powder; cook until browned, about 3 minutes. Turn chops over, sprinkle with remaining garlic powder and cook for 3 more minutes., Brush honey-mustard sauce over chops, turn them over, and cook for 5 minutes; turn chops onto the other side and brush with honey-mustard sauce. Cook until chops are no longer pink inside and an instant-read meat thermometer inserted into the thickest part of a chop reads 145 degrees F (63 degrees C), about 5 more minutes., Please note the addition of some spices and fresh herbs when using the magazine version of this recipe.",5-ingredient-main-dishes,4,182.5
56,Basic Broiled Chicken Breasts,4.7,115.0,89.0,5.0,20.0,30.0,4.0,0,4,"Set an oven rack about 6 inches from the heat source and preheat the ovens broiler. Rub olive oil over each chicken breast, then season both sides with salt and black pepper. Place the chicken skin-side down on a broiling pan., Broil in the preheated oven for 10 minutes, then flip the chicken breast skin-side up. Continue broiling until no longer pink at the bone and the juices run clear, about 10 minutes more. An instant-read thermometer inserted near the bone should read 165 degrees F (74 degrees C). Remove from the oven and allow to rest for 5 minutes before serving., If desired, add 1/4 cup of water to the bottom of the broiling pan and stir to dissolve the browned bits from chicken juices. Use as a light sauce on the chicken.",5-ingredient-main-dishes,3,246.0
57,Best Scrambled Eggs,4.8,36.0,27.0,5.0,5.0,10.0,1.0,0,5,"Whisk eggs in a small bowl until smooth. Mix in ham, Cheddar cheese, and heavy cream., Melt butter in a skillet over medium heat. Pour in egg mixture; cook and stir until set but still moist, 3 to 5 minutes.",5-ingredient-main-dishes,2,103.0
58,Air-Fried Crumbed Fish,4.7,112.0,95.0,10.0,15.0,25.0,4.0,0,5,"Preheat an air fryer to 350 degrees F (180 degrees C)., Place bread crumbs and oil into a shallow bowl; stir until mixture becomes loose and crumbly., Dip fish fillets into egg; shake off any excess. Dip fillets into bread crumb mixture; coat evenly and fully., Lay coated fillets gently in the air fryer basket; cook in the preheated air fryer until fish flakes easily with a fork, about 12 minutes. Garnish with lemon slices; serve., Use any variety of fish you prefer.",5-ingredient-main-dishes,5,93.4
59,Instant Pot Steel-Cut Oats,4.9,16.0,16.0,5.0,15.0,30.0,2.0,0,2,"Combine water and oats in a multi-functional pressure cooker (such as Instant Pot). Close and lock the lid. Select high pressure according to manufacturers instructions; set timer for 3 minutes. Allow 10 to 15 minutes for pressure to build., Release pressure using the natural-release method according to manufacturers instructions, 10 to 40 minutes. Oats will thicken as they cool., You can use soy milk or any nut milk in place of water.",5-ingredient-main-dishes,3,145.66666666666666
60,Falafel with Canned Chickpeas,4.9,21.0,20.0,15.0,20.0,35.0,12.0,0,14,"Mash chickpeas in a bowl using a masher. Combine mashed chickpeas, onions, parsley, and garlic in a blender; blend until smooth., Mix eggs, cumin, coriander, salt, lemon juice, baking powder, black pepper, and cayenne together in a bowl. Add chickpea mixture and mix together. Add bread crumbs slowly and combine using your hands until mixture will hold together when frying., Heat oil in a skillet over medium-high heat. Form mixture into twelve 3-inch diameter patties. Fry patties in hot oil until browned, 3 to 4 minutes per side.",one-pot-meals,3,177.33333333333334
61,Garlic-Brown Sugar Chicken Thighs,4.6,226.0,201.0,10.0,35.0,45.0,8.0,2486,9,"Preheat the oven to 400 degrees F (200 degrees C)., Season chicken thighs with salt and pepper., Melt 2 tablespoons butter in a large oven-proof skillet over medium-high heat. Add chicken, skin-side down, and sear until brown, 2 to 3 minutes per side. Remove chicken to a plate., Melt remaining 1 tablespoon butter in the skillet, stirring to loosen any browned bits on the bottom. Add garlic; cook and stir until fragrant, about 30 seconds. Stir in brown sugar, honey, oregano, thyme, and basil until well combined. Turn off the heat and return chicken to the skillet, skin-side down., Roast in the preheated oven until chicken is no longer pink at the bone and the juices run clear, 25 to 40 minutes. An instant-read thermometer inserted near the bone should read 165 degrees F (74 degrees C)., Drizzle pan sauce over chicken thighs when serving., Bone-in chicken thighs take longer to cook than boneless. Be sure to check with an instant-read thermometer to see when yours are done.",one-pot-meals,7,139.85714285714286
62,Mexican Rice and Beans,4.2,23.0,18.0,5.0,25.0,35.0,4.0,0,12,"Heat olive oil in a medium pot over medium-high heat. Cook and stir onion, poblano pepper, and garlic in hot oil for 2 to 3 minutes. Add rice and cook, stirring occasionally, until rice is completely coated in oil, about 2 minutes. Season with paprika, cumin, oregano, salt, and black pepper., Stir in tomato paste and cook for 1 to 2 minutes. Add vegetable broth and pinto beans. Bring to a boil; reduce heat to low. Cover and simmer until rice is tender, 15 to 20 minutes., Remove the pot from the heat, keep covered, and let stand for at least 5 minutes. Fluff with a fork., If desired, you can use green bell pepper instead of poblano and chicken broth instead of vegetable broth.",one-pot-meals,4,170.25
63,One-Pot Spaghetti with Meat Sauce,4.5,42.0,36.0,10.0,30.0,40.0,4.0,0,8,"Combine ground sausage, onions, and garlic in a large pot or skillet with tall sides. Cook over medium heat until sausage is cooked through, 5 to 8 minutes. Drain and discard grease., Stir pasta sauce, water, and Italian seasoning into the pot; bring to a boil. Stir in spaghetti noodles, return to a boil, and cook, stirring occasionally, until noodles are cooked through and sauce has thickened, 17 to 20 minutes., Serve topped with grated Parmesan cheese., You can use mild or medium ground Italian sausage.",one-pot-meals,4,126.75
64,One Pan Orecchiette Pasta,4.6,996.0,763.0,15.0,25.0,40.0,2.0,0,8,"Heat olive oil in a large, deep skillet over medium heat. Add onion with a pinch of salt; cook and stir until onion has softened and turned translucent, about 5 minutes. Stir in sausage and cook until browned, 5 to 7 minutes., Pour 1 1/2 cups chicken broth into sausage mixture and bring to a boil while scraping the browned bits of food off of the bottom of the pan with a wooden spoon. Add orecchiette pasta; cook and stir pasta in hot broth, adding remaining broth when liquid is absorbed, until pasta is cooked through and most of the broth is absorbed, about 15 minutes., Stir arugula into sausage-pasta mixture until arugula wilts. Ladle pasta into bowls and sprinkle with Parmigiano-Reggiano cheese.",one-pot-meals,3,234.66666666666666
65,Honey-Garlic Chicken Thighs,4.8,97.0,93.0,10.0,25.0,35.0,8.0,0,10,"Season the chicken on both sides with salt and pepper., Cover the bottom of a cast iron skillet with olive oil and bring to medium-high heat. Add chicken and brown on one side, 3 to 5 minutes. Flip chicken, and add onion and garlic; continue to cook until chicken is mostly (but not fully) cooked and onion and garlic are soft, 5 to 7 minutes more. Remove chicken to a plate., Add honey, soy sauce, onion powder, garlic powder, and onion powder to the skillet. Stir and scrape the bottom of the pan with a wooden spoon to get the garlic and onion to mix with the liquid., Put chicken back into the pan, cover, and reduce heat to medium. Cook until no longer pink in the center and juices run clear, about 10 more minutes, turning once halfway through. An instant-read thermometer inserted into the center of a thigh should read at least 165 degrees F (74 degrees C)., Place on a serving tray and drizzle liquid from the pan on top. Sprinkle with chopped cilantro before serving., You can use skin-on or skinless chicken thighs. You can use 1 entire medium head of garlic, chopped, instead of cloves, and parsley instead of cilantro.",one-pot-meals,6,187.83333333333334
66,Pork Tenderloin with Apples and Onions,4.8,28.0,24.0,15.0,45.0,1.0,6.0,0,11,"Preheat the oven to 425 degrees F (220 degrees C)., Trim silver skin from pork tenderloins; pat dry using paper towels. Rub 2 teaspoons vegetable oil over tenderloins, then rub with sea salt., Heat 1 tablespoon vegetable oil in a large, oven-proof skillet over medium heat until it shimmers. Cook tenderloins in hot oil, rotating to brown all sides, about 10 minutes. Transfer pork to a large plate., Add remaining 1 tablespoon vegetable oil to any drippings in the skillet. Cook apples and onions in hot oil, stirring occasionally, until onions turn translucent, about 5 minutes; add more oil if the skillet gets dry. Season with 1 teaspoon thyme and black pepper; stir gently to combine. Remove from heat., Use a pastry brush to spread Dijon mustard evenly over tenderloins. Sprinkle with remaining 2 teaspoons thyme. Nestle tenderloins into the skillet with apple mixture., Roast, uncovered, in the preheated oven until an instant-read thermometer inserted into the center of tenderloins reads at least 145 degrees F (63 degrees C), about 15 minutes. Remove the skillet from the oven and transfer pork to a large platter. Cover with aluminum foil and let rest., Meanwhile, pour chicken stock into a saucepan and cook over medium-high heat until reduced by half, 8 to 10 minutes. Pour into the skillet with apple mixture. Cook over medium-high heat until boiling, about 5 minutes; stir in butter until melted., Slice pork and serve over apple mixture., The Granny Smith apples will cook down and become a sauce for the pork. If you prefer the apples to keep their shape, use Golden Delicious or another firm cooking apple of your choice., You can reduce chicken stock in a microwave-safe container in the microwave instead of on the stovetop.",one-pot-meals,10,173.5
